TRPER20141219A462.XML;2019-10-07;2019-10-07 21:37:26;103;96;55;4;1104;2014-12-19;08:22:47;0;0;0;0;0;41730;6547;11;0103;
TRPER20141219A463.XML;2019-10-07;2019-10-07 21:37:26;103;96;55;2;2697;2014-12-19;08:23:36;0;0;0;0;0;25102;2180;13;0103;
