TRPER20141219A477.XML;2019-10-07;2019-10-07 21:38:26;103;98;5;;000523;000000;000000;000523;1109;2014-12-19;08:37:43;0;0;0;0;0;42085;6547;11;0103;
TRPER20141219A478.XML;2019-10-07;2019-10-07 21:38:26;103;98;5;;001014;000000;000000;001014;1110;2014-12-19;08:39:12;0;0;0;0;0;42162;6547;11;0103;
TRPER20141219A479.XML;2019-10-07;2019-10-07 21:38:26;103;98;5;;000456;000000;000000;000456;1111;2014-12-19;08:40:00;0;0;0;0;0;42223;6547;11;0103;
TRPER20141219A479.XML;2019-10-07;2019-10-07 21:38:26;103;98;5;;000049;000000;000000;000049;2703;2014-12-19;08:40:14;0;0;0;0;0;25463;2180;13;0103;
TRPER20141219A481.XML;2019-10-07;2019-10-07 21:38:26;103;98;5;;019815;000000;000000;019815;8062;2014-12-19;08:42:12;0;0;0;0;0;27589;6177;55;0103;
TRPER20141219A482.XML;2019-10-07;2019-10-07 21:38:26;103;98;5;;001048;000000;000000;001048;1112;2014-12-19;08:42:42;0;0;0;0;0;42325;6547;11;0103;
TRPER20141219A482.XML;2019-10-07;2019-10-07 21:38:26;103;98;5;;000147;000000;000000;000147;2704;2014-12-19;08:42:44;0;0;0;0;0;25509;2180;13;0103;
TRPER20141219A484.XML;2019-10-07;2019-10-07 21:38:27;103;98;5;;002089;000000;000000;002089;1113;2014-12-19;08:45:03;0;0;0;0;0;42436;6547;11;0103;
TRPER20141219A489.XML;2019-10-07;2019-10-07 21:38:27;103;98;5;;000121;000000;000000;000121;1114;2014-12-19;08:49:58;0;0;0;0;0;42521;6547;11;0103;
TRPER20141219A490.XML;2019-10-07;2019-10-07 21:38:27;103;98;5;;000000;000000;000000;000000;1115;2014-12-19;08:50:49;0;0;0;0;0;42597;6547;11;0103;
TRPER20141219A494.XML;2019-10-07;2019-10-07 21:38:27;103;98;5;;000000;000000;000000;000000;1116;2014-12-19;08:55:00;0;0;0;0;0;42646;6547;11;0103;
TRPER20141219A495.XML;2019-10-07;2019-10-07 21:38:27;103;98;5;;002013;000000;000000;002013;2705;2014-12-19;08:55:24;0;0;0;0;0;25611;2180;13;0103;
TRPER20141219A496.XML;2019-10-07;2019-10-07 21:38:27;103;98;5;;000084;000000;000000;000084;1117;2014-12-19;08:56:51;0;0;0;0;0;42692;6547;11;0103;
TRPER20141219A497.XML;2019-10-07;2019-10-07 21:38:27;103;98;5;;000831;000000;000000;000831;2706;2014-12-19;08:58:13;0;0;0;0;0;25749;2180;13;0103;
TRPER20141219A499.XML;2019-10-07;2019-10-07 21:38:28;103;98;5;;000000;000000;000000;000000;2707;2014-12-19;08:59:34;0;0;0;0;0;25802;2180;13;0103;
TRPER20141219A502.XML;2019-10-07;2019-10-07 21:38:28;103;98;5;;001888;000000;000000;001888;1118;2014-12-19;09:03:04;0;0;0;0;0;42789;6547;11;0103;
TRPER20141219A502.XML;2019-10-07;2019-10-07 21:38:28;103;98;5;;000763;000000;000000;000763;2708;2014-12-19;09:03:02;0;0;0;0;0;25855;2180;13;0103;
TRPER20141219A503.XML;2019-10-07;2019-10-07 21:38:28;103;98;5;;000808;000000;000000;000808;1119;2014-12-19;09:03:59;0;0;0;0;0;42893;6547;11;0103;
TRPER20141219A503.XML;2019-10-07;2019-10-07 21:38:28;103;98;5;;000835;000000;000000;000835;2709;2014-12-19;09:04:15;0;0;0;0;0;25920;2180;13;0103;
TRPER20141219A504.XML;2019-10-07;2019-10-07 21:38:28;103;98;5;;000808;000000;000000;000808;1120;2014-12-19;09:04:41;0;0;0;0;0;42934;6547;11;0103;
TRPER20141219A508.XML;2019-10-07;2019-10-07 21:38:28;103;98;5;;001019;000000;000000;001019;2710;2014-12-19;09:08:54;0;0;0;0;0;25987;2180;13;0103;
TRPER20141219A509.XML;2019-10-07;2019-10-07 21:38:28;103;98;5;;000076;000000;000000;000076;328;2014-12-19;09:09:28;0;0;0;0;0;61327;5035;57;0103;
TRPER20141219A510.XML;2019-10-07;2019-10-07 21:38:28;103;98;5;10102183059;001884;000000;000000;001884;1121;2014-12-19;09:10:58;0;0;0;0;0;43022;6547;11;0103;
TRPER20141219A510.XML;2019-10-07;2019-10-07 21:38:28;103;98;5;10102183059;-01884;000000;000000;-01884;1122;2014-12-19;09:11:17;0;0;0;0;0;43165;6547;11;0103;
TRPER20141219A510.XML;2019-10-07;2019-10-07 21:38:29;103;98;5;;002087;000000;000000;002087;2711;2014-12-19;09:11:06;0;0;0;0;0;26085;2180;13;0103;
