TRPER20141219A692.XML;2019-10-07;2019-10-07 21:23:37;105;38;09194938;01;;0;0;0;5695;2014-12-19;12:14:26;0;0;0;0;0;12528;8672;25;0103;
TRPER20141219A692.XML;2019-10-07;2019-10-07 21:23:38;105;38;10160104;02;;0;0;0;823;2014-12-19;12:14:28;0;0;0;0;0;20839;8219;33;0103;
TRPER20141219A693.XML;2019-10-07;2019-10-07 21:23:39;105;38;10154293;01;;0;0;0;7637;2014-12-19;12:15:31;0;0;0;0;0;23605;8615;3;0103;
TRPER20141219A693.XML;2019-10-07;2019-10-07 21:23:39;105;38;;01;;0;0;0;2797;2014-12-19;12:14:58;0;0;0;0;0;33085;2180;13;0103;
TRPER20141219A693.XML;2019-10-07;2019-10-07 21:23:40;105;38;07178767;03;;0;0;0;7887;2014-12-19;12:15:39;0;0;0;0;0;55561;8569;47;0103;
TRPER20141219A693.XML;2019-10-07;2019-10-07 21:23:41;105;38;43000798;;0;0;0;0;1812;2014-12-19;12:15:20;0;0;0;0;0;45583;9257;87;0103;
TRPER20141219A695.XML;2019-10-07;2019-10-07 21:23:43;105;38;;01;;0;0;0;6211;2014-12-19;12:17:42;0;0;0;0;0;49206;5979;5;0103;
TRPER20141219A695.XML;2019-10-07;2019-10-07 21:23:43;105;38;07168734;02;;0;0;0;5334;2014-12-19;12:17:35;0;0;0;0;0;9378;1372;15;0103;
TRPER20141219A695.XML;2019-10-07;2019-10-07 21:23:43;105;38;03660959;02;;0;0;0;5776;2014-12-19;12:17:38;0;0;0;0;0;7487;7191;37;0103;
TRPER20141219A696.XML;2019-10-07;2019-10-07 21:23:44;105;38;;01;;0;0;0;825;2014-12-19;12:18:20;0;0;0;0;0;20977;8219;33;0103;
TRPER20141219A696.XML;2019-10-07;2019-10-07 21:23:45;105;38;44883007;;0;0;0;0;8611;2014-12-19;12:18:01;0;0;0;0;0;33572;8352;43;0103;
TRPER20141219A697.XML;2019-10-07;2019-10-07 21:23:48;105;38;42324794;01;;0;0;0;3558;2014-12-19;12:19:38;0;0;0;0;0;22906;7431;21;0103;
TRPER20141219A698.XML;2019-10-07;2019-10-07 21:23:49;105;38;10531046;01;;0;0;0;6212;2014-12-19;12:20:36;0;0;0;0;0;49260;5979;5;0103;
TRPER20141219A698.XML;2019-10-07;2019-10-07 21:23:49;105;38;06774546;06;;0;0;0;1191;2014-12-19;12:20:01;0;0;0;0;0;49065;6547;11;0103;
TRPER20141219A698.XML;2019-10-07;2019-10-07 21:23:50;105;38;09809389;02;;0;0;0;2796;2014-12-19;12:20:02;0;0;0;0;0;29910;6291;23;0103;
TRPER20141219A699.XML;2019-10-07;2019-10-07 21:23:53;105;38;09802171;01;;0;0;0;361;2014-12-19;12:20:48;0;0;0;0;0;48067;5304;27;0103;
TRPER20141219A699.XML;2019-10-07;2019-10-07 21:23:54;105;38;;01;;0;0;0;362;2014-12-19;12:21:08;0;0;0;0;0;48364;5304;27;0103;
TRPER20141219A699.XML;2019-10-07;2019-10-07 21:23:54;105;38;08471128;01;;0;0;0;826;2014-12-19;12:21:01;0;0;0;0;0;21033;8219;33;0103;
TRPER20141219A699.XML;2019-10-07;2019-10-07 21:23:56;105;38;40939359;;0;0;0;0;3927;2014-12-19;12:20:56;0;0;0;0;0;51921;2295;69;0103;
TRPER20141219A699.XML;2019-10-07;2019-10-07 21:23:56;105;38;;01;;0;0;0;8065;2014-12-19;12:21:43;0;0;0;0;0;48539;6721;81;0103;
TRPER20141219A700.XML;2019-10-07;2019-10-07 21:23:57;105;38;;01;;0;0;0;6213;2014-12-19;12:22:37;0;0;0;0;0;49324;5979;5;0103;
TRPER20141219A700.XML;2019-10-07;2019-10-07 21:23:58;105;38;06543546;01;;0;0;0;5335;2014-12-19;12:22:31;0;0;0;0;0;9525;1372;15;0103;
TRPER20141219A700.XML;2019-10-07;2019-10-07 21:23:58;105;38;;01;;0;0;0;827;2014-12-19;12:22:02;0;0;0;0;0;21095;8219;33;0103;
TRPER20141219A700.XML;2019-10-07;2019-10-07 21:23:58;105;38;08595375;;0;0;0;0;5779;2014-12-19;12:22:28;0;0;0;0;0;7711;7191;37;0103;
