TRPER20141219A477.XML;2019-10-07;2019-10-07 21:38:26;103;5;4056;8;0;0;753386992;1109;2014-12-19;08:37:46;0;0;0;0;0;42133;6547;11;0103;
TRPER20141219A478.XML;2019-10-07;2019-10-07 21:38:26;103;5;6636;8;0;0;753393628;1110;2014-12-19;08:39:15;0;0;0;0;0;42210;6547;11;0103;
TRPER20141219A478.XML;2019-10-07;2019-10-07 21:38:26;103;5;141219;1;0;0;175766938;327;2014-12-19;08:39:00;0;0;0;1;0;61309;5035;57;0103;
TRPER20141219A479.XML;2019-10-07;2019-10-07 21:38:26;103;5;2990;1;0;0;753396618;1111;2014-12-19;08:40:02;0;0;0;0;0;42249;6547;11;0103;
TRPER20141219A479.XML;2019-10-07;2019-10-07 21:38:26;103;5;319;2;0;0;597167443;2703;2014-12-19;08:40:17;0;0;0;0;0;25493;2180;13;0103;
TRPER20141219A480.XML;2019-10-07;2019-10-07 21:38:26;103;5;141219;1;0;0;447155135;8061;2014-12-19;08:40:28;0;0;0;1;0;27574;6177;55;0103;
TRPER20141219A481.XML;2019-10-07;2019-10-07 21:38:26;103;5;129900;1;0;0;447285035;8062;2014-12-19;08:42:19;0;0;0;0;0;27618;6177;55;0103;
TRPER20141219A482.XML;2019-10-07;2019-10-07 21:38:26;103;5;6863;14;0;0;753403481;1112;2014-12-19;08:42:45;0;0;0;0;0;42392;6547;11;0103;
TRPER20141219A482.XML;2019-10-07;2019-10-07 21:38:26;103;5;965;2;0;0;597168408;2704;2014-12-19;08:42:46;0;0;0;0;0;25538;2180;13;0103;
TRPER20141219A484.XML;2019-10-07;2019-10-07 21:38:27;103;5;13695;15;0;0;753417176;1113;2014-12-19;08:45:06;0;0;0;0;0;42486;6547;11;0103;
TRPER20141219A489.XML;2019-10-07;2019-10-07 21:38:27;103;5;1417;6;0;0;753418593;1114;2014-12-19;08:50:02;0;0;0;0;0;42578;6547;11;0103;
TRPER20141219A490.XML;2019-10-07;2019-10-07 21:38:27;103;5;0;0;0;0;753418593;1115;2014-12-19;08:50:52;0;0;0;0;0;42627;6547;11;0103;
TRPER20141219A494.XML;2019-10-07;2019-10-07 21:38:27;103;5;0;0;0;0;753418593;1116;2014-12-19;08:55:03;0;0;0;0;0;42676;6547;11;0103;
TRPER20141219A495.XML;2019-10-07;2019-10-07 21:38:27;103;5;13866;23;0;0;597182274;2705;2014-12-19;08:55:29;0;0;0;0;0;25701;2180;13;0103;
TRPER20141219A496.XML;2019-10-07;2019-10-07 21:38:27;103;5;550;3;0;0;753419143;1117;2014-12-19;08:56:53;0;0;0;0;0;42723;6547;11;0103;
TRPER20141219A497.XML;2019-10-07;2019-10-07 21:38:27;103;5;5445;3;0;0;597187719;2706;2014-12-19;08:58:16;0;0;0;0;0;25783;2180;13;0103;
TRPER20141219A499.XML;2019-10-07;2019-10-07 21:38:28;103;5;0;0;0;0;597187719;2707;2014-12-19;08:59:37;0;0;0;0;0;25831;2180;13;0103;
TRPER20141219A502.XML;2019-10-07;2019-10-07 21:38:28;103;5;13595;13;0;0;753432738;1118;2014-12-19;09:03:10;0;0;0;0;0;42878;6547;11;0103;
TRPER20141219A502.XML;2019-10-07;2019-10-07 21:38:28;103;5;4999;1;0;0;597192718;2708;2014-12-19;09:03:06;0;0;0;0;0;25898;2180;13;0103;
TRPER20141219A503.XML;2019-10-07;2019-10-07 21:38:28;103;5;5299;1;0;0;753438037;1119;2014-12-19;09:04:01;0;0;0;0;0;42920;6547;11;0103;
TRPER20141219A503.XML;2019-10-07;2019-10-07 21:38:28;103;5;5482;5;0;0;597198200;2709;2014-12-19;09:04:18;0;0;0;0;0;25957;2180;13;0103;
TRPER20141219A504.XML;2019-10-07;2019-10-07 21:38:28;103;5;5299;1;0;0;753443336;1120;2014-12-19;09:04:43;0;0;0;0;0;42961;6547;11;0103;
TRPER20141219A508.XML;2019-10-07;2019-10-07 21:38:28;103;5;6680;2;0;0;597204880;2710;2014-12-19;09:08:58;0;0;0;0;0;26030;2180;13;0103;
TRPER20141219A509.XML;2019-10-07;2019-10-07 21:38:28;103;5;499;1;0;0;175767437;328;2014-12-19;09:09:30;0;0;0;0;0;61352;5035;57;0103;
TRPER20141219A510.XML;2019-10-07;2019-10-07 21:38:28;103;5;12347;25;0;0;753455683;1121;2014-12-19;09:11:02;0;0;0;0;0;43103;6547;11;0103;
TRPER20141219A510.XML;2019-10-07;2019-10-07 21:38:29;103;5;-12347;-25;0;0;753455683;1122;2014-12-19;09:11:19;0;0;0;0;0;43245;6547;11;0103;
TRPER20141219A510.XML;2019-10-07;2019-10-07 21:38:29;103;5;13677;16;0;0;597218557;2711;2014-12-19;09:11:10;0;0;0;0;0;26156;2180;13;0103;
