TRPER20141219A477.XML;2019-10-07;2019-10-07 21:38:26;103;112;231;Av. Angamos Este Nro. 1805;1109;2014-12-19;08:37:43;0;0;0;0;0;42088;6547;11;0103;
TRPER20141219A478.XML;2019-10-07;2019-10-07 21:38:26;103;112;231;Av. Angamos Este Nro. 1805;1110;2014-12-19;08:39:12;0;0;0;0;0;42165;6547;11;0103;
TRPER20141219A479.XML;2019-10-07;2019-10-07 21:38:26;103;112;231;Av. Angamos Este Nro. 1805;1111;2014-12-19;08:40:00;0;0;0;0;0;42226;6547;11;0103;
TRPER20141219A479.XML;2019-10-07;2019-10-07 21:38:26;103;112;231;Av. Angamos Este Nro. 1805;2703;2014-12-19;08:40:14;0;0;0;0;0;25466;2180;13;0103;
TRPER20141219A481.XML;2019-10-07;2019-10-07 21:38:26;103;112;231;Av. Angamos Este Nro. 1805;8062;2014-12-19;08:42:12;0;0;0;0;0;27592;6177;55;0103;
TRPER20141219A482.XML;2019-10-07;2019-10-07 21:38:26;103;112;231;Av. Angamos Este Nro. 1805;1112;2014-12-19;08:42:42;0;0;0;0;0;42328;6547;11;0103;
TRPER20141219A482.XML;2019-10-07;2019-10-07 21:38:26;103;112;231;Av. Angamos Este Nro. 1805;2704;2014-12-19;08:42:44;0;0;0;0;0;25512;2180;13;0103;
TRPER20141219A484.XML;2019-10-07;2019-10-07 21:38:27;103;112;231;Av. Angamos Este Nro. 1805;1113;2014-12-19;08:45:03;0;0;0;0;0;42439;6547;11;0103;
TRPER20141219A489.XML;2019-10-07;2019-10-07 21:38:27;103;112;231;Av. Angamos Este Nro. 1805;1114;2014-12-19;08:49:58;0;0;0;0;0;42524;6547;11;0103;
TRPER20141219A495.XML;2019-10-07;2019-10-07 21:38:27;103;112;231;Av. Angamos Este Nro. 1805;2705;2014-12-19;08:55:25;0;0;0;0;0;25614;2180;13;0103;
TRPER20141219A496.XML;2019-10-07;2019-10-07 21:38:27;103;112;231;Av. Angamos Este Nro. 1805;1117;2014-12-19;08:56:51;0;0;0;0;0;42695;6547;11;0103;
TRPER20141219A497.XML;2019-10-07;2019-10-07 21:38:27;103;112;231;Av. Angamos Este Nro. 1805;2706;2014-12-19;08:58:13;0;0;0;0;0;25752;2180;13;0103;
TRPER20141219A502.XML;2019-10-07;2019-10-07 21:38:28;103;112;231;Av. Angamos Este Nro. 1805;1118;2014-12-19;09:03:04;0;0;0;0;0;42792;6547;11;0103;
TRPER20141219A502.XML;2019-10-07;2019-10-07 21:38:28;103;112;231;Av. Angamos Este Nro. 1805;2708;2014-12-19;09:03:02;0;0;0;0;0;25858;2180;13;0103;
TRPER20141219A503.XML;2019-10-07;2019-10-07 21:38:28;103;112;231;Av. Angamos Este Nro. 1805;1119;2014-12-19;09:03:59;0;0;0;0;0;42896;6547;11;0103;
TRPER20141219A503.XML;2019-10-07;2019-10-07 21:38:28;103;112;231;Av. Angamos Este Nro. 1805;2709;2014-12-19;09:04:15;0;0;0;0;0;25923;2180;13;0103;
TRPER20141219A504.XML;2019-10-07;2019-10-07 21:38:28;103;112;231;Av. Angamos Este Nro. 1805;1120;2014-12-19;09:04:41;0;0;0;0;0;42937;6547;11;0103;
TRPER20141219A508.XML;2019-10-07;2019-10-07 21:38:28;103;112;231;Av. Angamos Este Nro. 1805;2710;2014-12-19;09:08:54;0;0;0;0;0;25990;2180;13;0103;
TRPER20141219A509.XML;2019-10-07;2019-10-07 21:38:28;103;112;231;Av. Angamos Este Nro. 1805;328;2014-12-19;09:09:28;0;0;0;0;0;61330;5035;57;0103;
TRPER20141219A510.XML;2019-10-07;2019-10-07 21:38:28;103;112;231;Av. Angamos Este Nro. 1805;1121;2014-12-19;09:10:58;0;0;0;0;0;43025;6547;11;0103;
TRPER20141219A510.XML;2019-10-07;2019-10-07 21:38:28;103;112;231;Av. Angamos Este Nro. 1805;1122;2014-12-19;09:11:17;0;0;0;0;0;43168;6547;11;0103;
TRPER20141219A510.XML;2019-10-07;2019-10-07 21:38:29;103;112;231;Av. Angamos Este Nro. 1805;2711;2014-12-19;09:11:06;0;0;0;0;0;26088;2180;13;0103;
