TRPER20141219A456.XML;2019-10-07;2019-10-07 21:37:26;103;3;00000000000000;0;1;0;0;0;-1389;1101;2014-12-19;08:13:19;0;0;0;0;0;41516;6547;11;0103;
TRPER20141219A456.XML;2019-10-07;2019-10-07 21:37:26;103;3;00000000000000;0;1;0;0;0;1389;1101;2014-12-19;08:13:25;0;0;0;0;0;41519;6547;11;0103;
TRPER20141219A456.XML;2019-10-07;2019-10-07 21:37:26;103;3;00000000000000;0;1;0;0;0;-1816;1101;2014-12-19;08:13:50;0;0;0;0;0;41523;6547;11;0103;
TRPER20141219A462.XML;2019-10-07;2019-10-07 21:37:26;103;3;00000000000000;0;1;0;0;0;-634;1103;2014-12-19;08:18:52;0;0;0;0;0;41646;6547;11;0103;
TRPER20141219A462.XML;2019-10-07;2019-10-07 21:37:26;103;3;00000000000000;0;1;0;0;0;634;1103;2014-12-19;08:19:21;0;0;0;0;0;41649;6547;11;0103;
TRPER20141219A462.XML;2019-10-07;2019-10-07 21:37:26;103;3;00000000000000;0;1;0;0;0;-634;1103;2014-12-19;08:19:49;0;0;0;0;0;41656;6547;11;0103;
TRPER20141219A468.XML;2019-10-07;2019-10-07 21:37:26;103;3;00000000000000;0;1;0;0;0;-3507;1105;2014-12-19;08:25:10;0;0;0;0;0;41787;6547;11;0103;
TRPER20141219A472.XML;2019-10-07;2019-10-07 21:37:26;103;3;00000000000000;0;1;0;0;0;-1349;1106;2014-12-19;08:29:20;0;0;0;0;0;41859;6547;11;0103;
TRPER20141219A472.XML;2019-10-07;2019-10-07 21:37:26;103;3;00000000000000;0;1;0;0;0;1349;1106;2014-12-19;08:29:31;0;0;0;0;0;41862;6547;11;0103;
TRPER20141219A472.XML;2019-10-07;2019-10-07 21:37:26;103;3;00000000000000;0;1;0;0;0;-2249;1106;2014-12-19;08:30:12;0;0;0;0;0;41870;6547;11;0103;
TRPER20141219A472.XML;2019-10-07;2019-10-07 21:37:27;103;3;00000000000000;0;1;0;0;0;-609;2700;2014-12-19;08:29:43;0;0;0;0;0;25239;2180;13;0103;
