TRPER20141219A477.XML;2019-10-07;2019-10-07 21:38:26;103;1;02507834000001;0;0;0;0;1;1;0;1;0;0;701;115;1750;201;1;0;0;0;0;0;0;0;1109;2014-12-19;08:35:45;0;0;0;0;0;42055;6547;11;0103;
TRPER20141219A477.XML;2019-10-07;2019-10-07 21:38:26;103;1;02507834000001;0;0;0;0;1;1;0;1;0;0;701;115;1750;201;1;0;0;0;0;0;0;0;1109;2014-12-19;08:35:48;0;0;0;0;0;42056;6547;11;0103;
TRPER20141219A477.XML;2019-10-07;2019-10-07 21:38:26;103;1;02500832000004;0;0;0;0;0;0;0;1;0;0;601;1;280;280;1;0;0;0;0;0;0;0;1109;2014-12-19;08:35:52;0;0;0;0;0;42057;6547;11;0103;
TRPER20141219A477.XML;2019-10-07;2019-10-07 21:38:26;103;1;02504872000000;0;0;0;0;0;0;0;1;0;0;601;1;150;150;1;0;0;0;0;0;0;0;1109;2014-12-19;08:35:53;0;0;0;0;0;42058;6547;11;0103;
TRPER20141219A477.XML;2019-10-07;2019-10-07 21:38:26;103;1;02509729000004;0;0;0;0;0;0;0;0;0;0;601;1;690;690;1;0;0;0;0;0;0;0;1109;2014-12-19;08:36:01;0;0;0;0;0;42059;6547;11;0103;
TRPER20141219A477.XML;2019-10-07;2019-10-07 21:38:26;103;1;07754764000426;0;0;0;0;0;0;0;1;0;0;601;1;520;520;1;0;0;0;0;0;0;0;1109;2014-12-19;08:36:09;0;0;0;0;0;42060;6547;11;0103;
TRPER20141219A477.XML;2019-10-07;2019-10-07 21:38:26;103;1;00000000000014;0;0;0;0;1;1;0;0;0;0;401;1050;599;628;0;0;0;0;0;0;0;0;1109;2014-12-19;08:36:15;0;0;0;0;0;42061;6547;11;0103;
TRPER20141219A477.XML;2019-10-07;2019-10-07 21:38:26;103;1;02546913000006;0;0;0;0;1;1;0;1;0;0;701;105;1799;188;1;0;0;0;0;0;0;0;1109;2014-12-19;08:36:28;0;0;0;0;0;42063;6547;11;0103;
TRPER20141219A477.XML;2019-10-07;2019-10-07 21:38:26;103;1;02507834000001;0;1;0;0;1;1;0;1;0;0;701;-115;1750;-201;1;0;0;0;0;0;0;0;1109;2014-12-19;08:36:50;0;0;0;0;0;42065;6547;11;0103;
TRPER20141219A477.XML;2019-10-07;2019-10-07 21:38:26;103;1;02501601000003;0;0;0;0;0;0;0;0;0;0;701;1;1399;1399;1;0;0;0;0;0;0;0;1109;2014-12-19;08:37:02;0;0;0;0;0;42066;6547;11;0103;
