TRPER20141219A409.XML;2019-10-07;2019-10-07 21:37:26;103;32;11;2231;3540;2014-12-19;07:29:26;0;0;0;0;0;5082;1063;29;0103;
TRPER20141219A475.XML;2019-10-07;2019-10-07 21:37:27;103;32;11;1980;326;2014-12-19;08:35:42;0;0;0;0;0;61285;5035;57;0103;
