TRPER20141219A446.XML;2019-10-07;2019-10-07 21:37:26;103;98;1;02020080043009;1;5299;0;;;0;41325;;1097;2014-12-19;08:06:43;0;0;0;0;0;41361;6547;11;0103;
TRPER20141219A447.XML;2019-10-07;2019-10-07 21:37:26;103;98;1;02020080043009;1;5299;0;;;0;41366;;1098;2014-12-19;08:07:56;0;0;0;0;0;41402;6547;11;0103;
TRPER20141219A448.XML;2019-10-07;2019-10-07 21:37:26;103;98;1;02500961000005;185;575;0;;;0;41409;;1099;2014-12-19;08:09:03;0;0;0;0;0;41448;6547;11;0103;
TRPER20141219A448.XML;2019-10-07;2019-10-07 21:37:26;103;98;1;07790580236113;1;1690;0;;;0;41408;;1099;2014-12-19;08:09:03;0;0;0;0;0;41449;6547;11;0103;
TRPER20141219A449.XML;2019-10-07;2019-10-07 21:37:26;103;98;1;07751271000246;1;349;0;;;0;41454;;1100;2014-12-19;08:09:40;0;0;0;0;0;41490;6547;11;0103;
TRPER20141219A456.XML;2019-10-07;2019-10-07 21:37:26;103;98;1;07752346003940;1;610;213;68082;C;213;41522;;1101;2014-12-19;08:17:00;0;0;0;0;0;41586;6547;11;0103;
TRPER20141219A456.XML;2019-10-07;2019-10-07 21:37:26;103;98;1;07752346003940;1;610;214;68082;C;214;41521;;1101;2014-12-19;08:17:00;0;0;0;0;0;41587;6547;11;0103;
TRPER20141219A456.XML;2019-10-07;2019-10-07 21:37:26;103;98;1;02501179000009;5835;1190;1389;67343;C;1389;41515;;1101;2014-12-19;08:17:00;0;0;0;0;0;41588;6547;11;0103;
TRPER20141219A462.XML;2019-10-07;2019-10-07 21:37:26;103;98;1;02000201148714;1;1349;350;68112;C;350;41645;;1103;2014-12-19;08:22:43;0;0;0;0;0;41724;6547;11;0103;
TRPER20141219A462.XML;2019-10-07;2019-10-07 21:37:26;103;98;1;07750243033978;6;189;284;67620;C;284;41644;;1103;2014-12-19;08:22:43;0;0;0;0;0;41725;6547;11;0103;
TRPER20141219A462.XML;2019-10-07;2019-10-07 21:37:26;103;98;1;07750002000234;1;1250;0;;;0;41643;;1103;2014-12-19;08:22:43;0;0;0;0;0;41726;6547;11;0103;
TRPER20141219A462.XML;2019-10-07;2019-10-07 21:37:26;103;98;1;07751580000968;1;599;0;;;0;41642;;1103;2014-12-19;08:22:43;0;0;0;0;0;41727;6547;11;0103;
