TRPER20141219A477.XML;2019-10-07;2019-10-07 21:38:26;103;112;230;20508565934;1109;2014-12-19;08:37:43;0;0;0;0;0;42087;6547;11;0103;
TRPER20141219A478.XML;2019-10-07;2019-10-07 21:38:26;103;112;230;20508565934;1110;2014-12-19;08:39:12;0;0;0;0;0;42164;6547;11;0103;
TRPER20141219A479.XML;2019-10-07;2019-10-07 21:38:26;103;112;230;20508565934;1111;2014-12-19;08:40:00;0;0;0;0;0;42225;6547;11;0103;
TRPER20141219A479.XML;2019-10-07;2019-10-07 21:38:26;103;112;230;20508565934;2703;2014-12-19;08:40:14;0;0;0;0;0;25465;2180;13;0103;
TRPER20141219A481.XML;2019-10-07;2019-10-07 21:38:26;103;112;230;20508565934;8062;2014-12-19;08:42:12;0;0;0;0;0;27591;6177;55;0103;
TRPER20141219A482.XML;2019-10-07;2019-10-07 21:38:26;103;112;230;20508565934;1112;2014-12-19;08:42:42;0;0;0;0;0;42327;6547;11;0103;
TRPER20141219A482.XML;2019-10-07;2019-10-07 21:38:26;103;112;230;20508565934;2704;2014-12-19;08:42:44;0;0;0;0;0;25511;2180;13;0103;
TRPER20141219A484.XML;2019-10-07;2019-10-07 21:38:27;103;112;230;20508565934;1113;2014-12-19;08:45:03;0;0;0;0;0;42438;6547;11;0103;
TRPER20141219A489.XML;2019-10-07;2019-10-07 21:38:27;103;112;230;20508565934;1114;2014-12-19;08:49:58;0;0;0;0;0;42523;6547;11;0103;
TRPER20141219A495.XML;2019-10-07;2019-10-07 21:38:27;103;112;230;20508565934;2705;2014-12-19;08:55:25;0;0;0;0;0;25613;2180;13;0103;
TRPER20141219A496.XML;2019-10-07;2019-10-07 21:38:27;103;112;230;20508565934;1117;2014-12-19;08:56:51;0;0;0;0;0;42694;6547;11;0103;
TRPER20141219A497.XML;2019-10-07;2019-10-07 21:38:27;103;112;230;20508565934;2706;2014-12-19;08:58:13;0;0;0;0;0;25751;2180;13;0103;
TRPER20141219A502.XML;2019-10-07;2019-10-07 21:38:28;103;112;230;20508565934;1118;2014-12-19;09:03:04;0;0;0;0;0;42791;6547;11;0103;
TRPER20141219A502.XML;2019-10-07;2019-10-07 21:38:28;103;112;230;20508565934;2708;2014-12-19;09:03:02;0;0;0;0;0;25857;2180;13;0103;
TRPER20141219A503.XML;2019-10-07;2019-10-07 21:38:28;103;112;230;20508565934;1119;2014-12-19;09:03:59;0;0;0;0;0;42895;6547;11;0103;
TRPER20141219A503.XML;2019-10-07;2019-10-07 21:38:28;103;112;230;20508565934;2709;2014-12-19;09:04:15;0;0;0;0;0;25922;2180;13;0103;
TRPER20141219A504.XML;2019-10-07;2019-10-07 21:38:28;103;112;230;20508565934;1120;2014-12-19;09:04:41;0;0;0;0;0;42936;6547;11;0103;
TRPER20141219A508.XML;2019-10-07;2019-10-07 21:38:28;103;112;230;20508565934;2710;2014-12-19;09:08:54;0;0;0;0;0;25989;2180;13;0103;
TRPER20141219A509.XML;2019-10-07;2019-10-07 21:38:28;103;112;230;20508565934;328;2014-12-19;09:09:28;0;0;0;0;0;61329;5035;57;0103;
TRPER20141219A510.XML;2019-10-07;2019-10-07 21:38:28;103;112;230;20508565934;1121;2014-12-19;09:10:58;0;0;0;0;0;43024;6547;11;0103;
TRPER20141219A510.XML;2019-10-07;2019-10-07 21:38:28;103;112;230;20508565934;1122;2014-12-19;09:11:17;0;0;0;0;0;43167;6547;11;0103;
TRPER20141219A510.XML;2019-10-07;2019-10-07 21:38:29;103;112;230;20508565934;2711;2014-12-19;09:11:06;0;0;0;0;0;26087;2180;13;0103;
